Ensembl,Symbol,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000154175,ABI3BP,13,15,12,24
ENSG00000081148,IMPG2,15,5,2,2
ENSG00000138468,SENP7,112,115,7,24
ENSG00000174173,TRMT10C,140,95,118,64
ENSG00000081154,PCNP,146,102,284,140
ENSG00000066422,ZBTB11,22,23,44,53
ENSG00000114391,RPL24,310,274,1084,556
ENSG00000182504,CEP97,127,108,8,14
ENSG00000144815,NXPE3,93,90,3,24
ENSG00000144802,NFKBIZ,69,74,211,131
ENSG00000170044,ZPLD1,0,0,0,0
ENSG00000170017,ALCAM,96,88,304,168
ENSG00000114423,CBLB,78,79,12,36
ENSG00000138483,CCDC54,0,0,0,0
ENSG00000114439,BBX,178,192,89,103
ENSG00000196776,CD47,155,149,265,167
ENSG00000114446,IFT57,2,1,62,10
ENSG00000114455,HHLA2,10,6,0,1
ENSG00000144821,MYH15,0,0,0,0
ENSG00000163507,KIAA1524,0,0,0,0
ENSG00000198919,DZIP3,32,41,33,13
ENSG00000163519,TRAT1,0,0,0,6
ENSG00000163530,DPPA2,0,1,0,0
ENSG00000121570,DPPA4,50,53,3,6
ENSG00000177707,NECTIN3,82,97,142,61
ENSG00000153283,CD96,17,19,26,2
ENSG00000177494,ZBED2,0,0,0,0
ENSG00000240891,PLCXD2,29,30,23,14
ENSG00000144824,PHLDB2,388,364,125,147
ENSG00000144827,ABHD10,52,52,81,73
ENSG00000144834,TAGLN3,0,0,0,0
ENSG00000176040,TMPRSS7,1,2,1,0
ENSG00000114529,C3orf52,0,0,0,0
ENSG00000174500,GCSAM,0,0,0,0
ENSG00000172139,SLC9C1,0,0,0,0
ENSG00000091972,CD200,12,17,1,2
ENSG00000186265,BTLA,0,1,0,0
ENSG00000144848,ATG3,230,178,416,166
ENSG00000138459,SLC35A5,111,126,147,57
ENSG00000091986,CCDC80,11,12,60,4
ENSG00000206531,CD200R1L,0,0,0,0
ENSG00000163606,CD200R1,0,0,0,5
ENSG00000163607,GTPBP8,139,135,11,26
ENSG00000163608,NEPRO,21,17,71,33
ENSG00000144857,BOC,11,8,0,2
ENSG00000206530,CFAP44,137,112,13,18
ENSG00000163611,SPICE1,38,48,37,19
ENSG00000072858,SIDT1,39,41,0,2
ENSG00000176542,USF3,153,148,180,120
ENSG00000121579,NAA50,238,209,287,201
ENSG00000114573,ATP6V1A,160,169,450,209
ENSG00000178075,GRAMD1C,33,31,2,67
ENSG00000184307,ZDHHC23,139,140,22,25
ENSG00000163617,CCDC191,3,7,0,1
ENSG00000151576,QTRT2,67,54,38,41
ENSG00000174255,ZNF80,0,1,1,0
ENSG00000181847,TIGIT,0,1,0,1
ENSG00000181722,ZBTB20,298,233,168,89
ENSG00000172020,GAP43,0,0,0,0
ENSG00000185565,LSAMP,0,3,2,4
ENSG00000144847,IGSF11,0,2,0,6
ENSG00000251012,AC083800.1,0,0,0,0
ENSG00000114638,UPK1B,18,26,2,4
ENSG00000121578,B4GALT4,74,65,106,38
ENSG00000031081,ARHGAP31,15,4,11,31
ENSG00000176142,TMEM39A,0,0,104,30
ENSG00000163389,POGLUT1,50,44,52,71
ENSG00000113845,TIMMDC1,12,23,427,90
ENSG00000121594,CD80,0,0,34,0
ENSG00000144843,ADPRH,0,0,9,3
ENSG00000144837,PLA1A,82,111,213,103
ENSG00000121577,POPDC2,1,0,0,17
ENSG00000138495,COX17,242,246,269,281
ENSG00000183833,MAATS1,19,12,0,4
ENSG00000144852,NR1I2,150,141,21,95
ENSG00000082701,GSK3B,47,38,45,37
ENSG00000175697,GPR156,0,0,0,0
ENSG00000163428,LRRC58,115,110,389,167
ENSG00000163430,FSTL1,4,7,194,121
ENSG00000065518,NDUFB4,185,158,689,377
ENSG00000113924,HGD,3280,2965,231,719
ENSG00000144840,RABL3,21,25,31,48
ENSG00000153767,GTF2E1,20,21,39,33
ENSG00000145087,STXBP5L,0,0,0,0
ENSG00000051341,POLQ,8,9,2,3
ENSG00000186103,ARGFX,1,0,0,0
ENSG00000163833,FBXO40,10,6,0,1
ENSG00000180353,HCLS1,35,46,116,58
ENSG00000173230,GOLGB1,651,587,329,335
ENSG00000173226,IQCB1,2,1,12,8
ENSG00000145088,EAF2,0,0,17,1
ENSG00000163406,SLC15A2,24,26,0,4
ENSG00000145103,ILDR1,0,0,0,0
ENSG00000114013,CD86,0,0,20,0
ENSG00000036828,CASR,0,0,0,0
ENSG00000121552,CSTA,5,2,23,29
ENSG00000160124,CCDC58,35,39,22,67
ENSG00000114023,FAM162A,195,169,193,351
ENSG00000196981,WDR5B,38,33,27,7
ENSG00000114030,KPNA1,93,85,143,167
ENSG00000138496,PARP9,199,206,394,368
ENSG00000163840,DTX3L,148,144,287,317
ENSG00000173200,PARP15,315,266,36,66
ENSG00000173193,PARP14,482,427,487,620
ENSG00000169087,HSPBAP1,10,7,76,6
ENSG00000138463,DIRC2,1,2,0,16
ENSG00000082684,SEMA5B,0,0,0,2
ENSG00000065485,PDIA5,48,56,397,177
ENSG00000121542,SEC22A,64,55,207,47
ENSG00000173175,ADCY5,19,21,0,46
ENSG00000206527,HACD2,252,272,359,347
ENSG00000065534,MYLK,195,205,273,378
ENSG00000175455,CCDC14,97,79,36,9
ENSG00000065371,ROPN1,0,0,0,0
ENSG00000160145,KALRN,41,41,17,46
ENSG00000114491,UMPS,170,197,204,26
ENSG00000082781,ITGB5,51,37,169,136
ENSG00000173702,MUC13,0,1,0,0
ENSG00000173706,HEG1,95,80,54,118
ENSG00000221955,SLC12A8,19,25,4,9
ENSG00000163848,ZNF148,144,128,455,161
ENSG00000114520,SNX4,44,50,315,220
ENSG00000144909,OSBPL11,14,14,80,32
ENSG00000189366,ALG1L,0,3,12,6
ENSG00000114547,ROPN1B,0,0,0,0
ENSG00000114544,SLC41A3,26,17,64,22
ENSG00000144908,ALDH1L1,4303,3942,102,1646
ENSG00000163884,KLF15,205,179,31,77
ENSG00000163885,CFAP100,0,0,0,0
ENSG00000070476,ZXDC,195,185,42,30
ENSG00000159650,UROC1,140,124,0,33
ENSG00000180767,CHST13,6,6,90,74
ENSG00000197763,TXNRD3,32,28,65,18
ENSG00000159685,CHCHD6,10,9,4,6
ENSG00000114554,PLXNA1,1,2,10,19
ENSG00000163870,TPRA1,248,236,152,158
ENSG00000073111,MCM2,0,0,12,5
ENSG00000114631,PODXL2,0,0,0,0
ENSG00000114626,ABTB1,141,123,33,35
ENSG00000074416,MGLL,317,294,617,543
ENSG00000187715,KBTBD12,44,50,5,16
ENSG00000058262,SEC61A1,336,290,1494,455
ENSG00000175792,RUVBL1,37,31,115,69
ENSG00000132394,EEFSEC,2,2,125,65
ENSG00000179348,GATA2,0,0,0,5
ENSG00000163902,RPN1,1034,980,3563,1934
ENSG00000075785,RAB7A,379,297,857,410
ENSG00000177646,ACAD9,125,108,173,97
ENSG00000114656,KIAA1257,60,63,35,14
ENSG00000187695,AC112484.1,15,17,13,5
ENSG00000114654,EFCC1,0,0,0,0
ENSG00000169704,GP9,0,0,0,0
ENSG00000172780,RAB43,64,70,96,67
ENSG00000261796,ISY1-RAB43,54,57,159,75
ENSG00000240682,ISY1,33,59,145,33
ENSG00000169714,CNBP,798,669,1798,1231
ENSG00000181789,COPG1,219,194,389,171
ENSG00000183624,HMCES,31,33,86,93
ENSG00000184897,H1FX,42,40,70,79
ENSG00000172771,EFCAB12,152,139,5,13
ENSG00000129071,MBD4,68,80,126,54
ENSG00000163913,IFT122,112,120,15,48
ENSG00000163914,RHO,0,0,0,0
ENSG00000004399,PLXND1,80,61,118,64
ENSG00000172765,TMCC1,98,95,165,113
ENSG00000170893,TRH,0,0,0,0
ENSG00000251287,ALG1L2,1,0,3,4
ENSG00000206384,COL6A6,152,138,0,44
ENSG00000196455,PIK3R4,39,49,18,116
ENSG00000017260,ATP2C1,63,66,137,76
ENSG00000034533,ASTE1,12,10,37,23
ENSG00000114670,NEK11,0,0,9,0
ENSG00000198585,NUDT16,76,55,179,186
ENSG00000114686,MRPL3,189,204,266,118
ENSG00000196353,CPNE4,1,0,0,0
ENSG00000014257,ACPP,0,1,1,1
ENSG00000138246,DNAJC13,34,36,221,109
ENSG00000240303,ACAD11,249,214,216,328
ENSG00000274810,NPHP3-ACAD11,225,196,221,331
ENSG00000129048,ACKR4,2,3,11,14
ENSG00000081307,UBA5,202,181,261,154
ENSG00000113971,NPHP3,104,80,49,60
ENSG00000144868,TMEM108,10,7,1,0
ENSG00000170819,BFSP2,0,0,0,0
ENSG00000091527,CDV3,81,76,268,198
ENSG00000163781,TOPBP1,28,23,50,72
ENSG00000091513,TF,11511,10808,20202,27899
ENSG00000144867,SRPRB,283,219,488,210
ENSG00000154917,RAB6B,0,1,0,7
ENSG00000221972,C3orf36,0,0,0,0
ENSG00000174640,SLCO2A1,45,47,124,7
ENSG00000163785,RYK,57,52,85,79
ENSG00000114019,AMOTL2,55,62,12,54
ENSG00000129055,ANAPC13,123,109,68,230
ENSG00000182923,CEP63,114,95,74,88
ENSG00000154928,EPHB1,0,0,0,0
ENSG00000174611,KY,7,1,0,0
ENSG00000073711,PPP2R3A,32,35,33,12
ENSG00000174579,MSL2,118,104,19,32
ENSG00000114054,PCCB,65,71,298,291
ENSG00000118007,STAG1,294,233,62,31
ENSG00000168917,SLC35G2,64,58,29,14
ENSG00000158092,NCK1,5,7,90,72
ENSG00000174564,IL20RB,1,2,2,8
ENSG00000066405,CLDN18,2,3,0,1
ENSG00000158163,DZIP1L,0,0,0,2
ENSG00000118017,A4GNT,0,0,0,0
ENSG00000138231,DBR1,30,28,74,20
ENSG00000114098,ARMC8,29,36,37,60
ENSG00000181322,NME9,40,32,0,0
ENSG00000158186,MRAS,6,5,36,19
ENSG00000158220,ESYT3,34,18,3,11
ENSG00000114107,CEP70,21,20,65,53
ENSG00000158234,FAIM,10,11,63,8
ENSG00000051382,PIK3CB,7,12,61,78
ENSG00000206262,FOXL2NB,21,23,2,3
ENSG00000175110,MRPS22,41,51,167,90
ENSG00000233701,PRR23C,13,14,2,5
ENSG00000184432,COPB2,356,279,748,213
ENSG00000114113,RBP2,0,0,6,0
ENSG00000114115,RBP1,56,41,464,274
ENSG00000163864,NMNAT3,2,1,22,4
ENSG00000158258,CLSTN2,15,22,1,9
ENSG00000114120,SLC25A36,3,2,35,8
ENSG00000175093,SPSB4,1,1,0,0
ENSG00000155893,PXYLP1,1,1,13,26
ENSG00000177311,ZBTB38,81,69,238,162
ENSG00000155903,RASA2,18,26,42,45
ENSG00000114125,RNF7,138,151,477,233
ENSG00000114124,GRK7,0,2,0,1
ENSG00000069849,ATP1B3,0,1,105,36
ENSG00000114126,TFDP2,125,132,23,110
ENSG00000175066,GK5,76,75,43,54
ENSG00000114127,XRN1,152,142,199,184
ENSG00000175054,ATR,99,87,95,74
ENSG00000120756,PLS1,12,5,44,24
ENSG00000144935,TRPC1,0,0,2,2
ENSG00000163710,PCOLCE2,15,17,14,78
ENSG00000188582,PAQR9,98,93,124,57
ENSG00000163714,U2SURP,265,234,200,130
ENSG00000175040,CHST2,0,0,0,2
ENSG00000181804,SLC9A9,7,5,91,31
ENSG00000181744,C3orf58,36,36,40,90
ENSG00000152952,PLOD2,124,126,582,97
ENSG00000114698,PLSCR4,52,46,65,142
ENSG00000163746,PLSCR2,0,0,0,0
ENSG00000188313,PLSCR1,323,258,288,77
ENSG00000231213,PLSCR5,0,0,0,0
ENSG00000174963,ZIC4,0,0,0,0
ENSG00000152977,ZIC1,0,0,0,3
ENSG00000144891,AGTR1,17,27,215,69
ENSG00000153002,CPB1,3,7,2,0
ENSG00000163751,CPA3,0,0,0,1
ENSG00000163754,GYG1,39,31,165,19
ENSG00000071794,HLTF,25,26,33,76
ENSG00000163755,HPS3,2381,2220,2949,3571
ENSG00000047457,CP,5484,5004,5512,6186
ENSG00000163762,TM4SF18,20,19,95,43
ENSG00000169908,TM4SF1,86,97,345,117
ENSG00000169903,TM4SF4,558,605,796,1145
ENSG00000018408,WWTR1,171,170,193,133
ENSG00000114744,COMMD2,65,57,99,32
ENSG00000206199,ANKUB1,9,11,20,8
ENSG00000082996,RNF13,151,139,460,372
ENSG00000070087,PFN2,62,53,54,5
ENSG00000196428,TSC22D2,85,59,47,38
ENSG00000120742,SERP1,419,407,1497,395
ENSG00000144895,EIF2A,223,239,220,75
ENSG00000198843,SELENOT,231,213,894,276
ENSG00000163645,ERICH6,0,0,0,0
ENSG00000181788,SIAH2,100,102,225,72
ENSG00000260234,AC020636.2,0,0,0,0
ENSG00000163646,CLRN1,1,2,0,1
ENSG00000144893,MED12L,50,48,0,3
ENSG00000174946,GPR171,0,0,0,0
ENSG00000174944,P2RY14,0,0,4,0
ENSG00000138271,GPR87,0,0,0,0
ENSG00000181631,P2RY13,29,33,12,9
ENSG00000169313,P2RY12,0,0,0,1
ENSG00000152580,IGSF10,47,38,0,14
ENSG00000197953,AADACL2,0,1,4,0
ENSG00000114771,AADAC,421,382,1004,297
ENSG00000198829,SUCNR1,31,35,1,22
ENSG00000152601,MBNL1,185,136,220,298
ENSG00000169860,P2RY1,3,0,60,9
ENSG00000181467,RAP2B,8,6,78,45
ENSG00000114790,ARHGEF26,220,215,72,122
ENSG00000174953,DHX36,426,403,126,112
ENSG00000196549,MME,49,45,3,158
ENSG00000114805,PLCH1,0,0,0,1
ENSG00000174928,C3orf33,43,30,18,8
ENSG00000169359,SLC33A1,224,217,131,89
ENSG00000163655,GMPS,59,35,113,61
ENSG00000169282,KCNAB1,4,2,8,20
ENSG00000114850,SSR3,210,214,981,420
ENSG00000163659,TIPARP,22,30,59,31
ENSG00000197980,LEKR1,37,42,0,3
ENSG00000163660,CCNL1,417,349,151,115
ENSG00000197415,VEPH1,0,0,42,3
ENSG00000163661,PTX3,0,0,16,0
ENSG00000174899,PQLC2L,0,0,0,0
ENSG00000168779,SHOX2,0,0,0,0
ENSG00000174891,RSRC1,130,109,91,43
ENSG00000178053,MLF1,4,6,54,3
ENSG00000168827,GFM1,124,95,204,140
ENSG00000079257,LXN,4,3,69,15
ENSG00000118849,RARRES1,1,0,77,4
ENSG00000118855,MFSD1,12,14,532,142
ENSG00000151967,SCHIP1,4,9,33,30
ENSG00000168811,IL12A,0,0,0,0
ENSG00000180044,C3orf80,0,0,13,10
ENSG00000248710,AC079594.2,0,7,45,10
ENSG00000068885,IFT80,25,24,87,41
ENSG00000113810,SMC4,65,69,218,113
ENSG00000213186,TRIM59,36,35,37,60
ENSG00000186432,KPNA4,125,105,317,191
ENSG00000179674,ARL14,0,1,0,0
ENSG00000163590,PPM1L,53,56,38,68
ENSG00000169255,B3GALNT1,5,2,2,0
ENSG00000169251,NMD3,68,52,251,146
ENSG00000196542,SPTSSB,0,0,0,4
ENSG00000090402,SI,0,0,0,0
ENSG00000121871,SLITRK3,2,1,39,34
ENSG00000114200,BCHE,266,243,174,405
ENSG00000114209,PDCD10,106,103,312,82
ENSG00000163536,SERPINI1,0,0,21,0
ENSG00000173905,GOLIM4,468,420,698,533
ENSG00000085276,MECOM,212,188,10,7
ENSG00000184378,ACTRT3,0,0,0,0
ENSG00000085274,MYNN,13,23,28,29
ENSG00000171757,LRRC34,16,9,17,4
ENSG00000114248,LRRC31,0,0,6,5
ENSG00000187033,SAMD7,1,4,0,0
ENSG00000008952,SEC62,605,553,822,607
ENSG00000173890,GPR160,2,4,34,0
ENSG00000173889,PHC3,224,209,30,111
ENSG00000163558,PRKCI,29,33,45,43
ENSG00000136603,SKIL,174,167,254,72
ENSG00000013297,CLDN11,52,357,5,27
ENSG00000013293,SLC7A14,49,43,6,16
ENSG00000163584,RPL22L1,2,0,223,62
ENSG00000163577,EIF5A2,40,48,8,17
ENSG00000163581,SLC2A2,909,851,1349,1344
ENSG00000154310,TNIK,106,94,8,29
ENSG00000075651,PLD1,77,78,227,110
ENSG00000186329,TMEM212,384,357,26,73
ENSG00000075420,FNDC3B,333,351,573,370
ENSG00000121858,TNFSF10,321,322,271,277
ENSG00000144959,NCEH1,1,0,48,9
ENSG00000114346,ECT2,5,13,3,19
ENSG00000144962,SPATA16,0,0,0,0
ENSG00000169760,NLGN1,0,0,0,0
ENSG00000177694,NAALADL2,12,16,17,30
ENSG00000177565,TBL1XR1,459,434,487,413
ENSG00000197584,KCNMB2,2,2,0,0
ENSG00000275163,AC117457.1,1,1,0,0
ENSG00000172667,ZMAT3,141,127,76,70
ENSG00000121879,PIK3CA,75,59,80,88
ENSG00000171121,KCNMB3,61,53,22,55
ENSG00000121864,ZNF639,181,186,129,96
ENSG00000171109,MFN1,67,52,28,56
ENSG00000114450,GNB4,87,87,222,50
ENSG00000136518,ACTL6A,26,36,51,49
ENSG00000136522,MRPL47,28,41,212,78
ENSG00000136521,NDUFB5,256,235,441,241
ENSG00000058056,USP13,16,18,76,54
ENSG00000114757,PEX5L,10,9,1,1
ENSG00000163728,TTC14,138,109,53,46
ENSG00000145075,CCDC39,14,12,0,3
ENSG00000114416,FXR1,249,224,191,142
ENSG00000205981,DNAJC19,233,211,323,202
ENSG00000181449,SOX2,4,2,0,0
ENSG00000058063,ATP11B,94,86,76,58
ENSG00000043093,DCUN1D1,144,158,505,290
ENSG00000078070,MCCC1,94,83,147,134
ENSG00000078081,LAMP3,10,6,0,0
ENSG00000053524,MCF2L2,68,77,5,11
ENSG00000176597,B3GNT5,8,9,3,1
ENSG00000172578,KLHL6,36,30,6,13
ENSG00000114796,KLHL24,169,171,127,76
ENSG00000163872,YEATS2,72,48,4,26
ENSG00000180834,MAP6D1,0,0,0,0
ENSG00000175193,PARL,110,115,116,126
ENSG00000114770,ABCC5,98,88,33,31
ENSG00000178084,HTR3C,0,0,0,0
ENSG00000145191,EIF2B5,84,62,98,92
ENSG00000161202,DVL3,132,103,136,130
ENSG00000161203,AP2M1,345,327,553,194
ENSG00000161204,ABCF3,110,111,43,66
ENSG00000145198,VWA5B2,0,0,0,0
ENSG00000214160,ALG3,111,62,342,151
ENSG00000145194,ECE2,0,1,63,34
ENSG00000163888,CAMK2N2,0,0,0,0
ENSG00000175166,PSMD2,159,152,331,178
ENSG00000114867,EIF4G1,534,534,1245,907
ENSG00000175182,FAM131A,32,21,14,7
ENSG00000114859,CLCN2,2,1,0,10
ENSG00000163882,POLR2H,213,196,197,117
ENSG00000090534,THPO,20,11,113,29
ENSG00000090539,CHRD,137,100,142,79
ENSG00000182580,EPHB3,0,0,0,5
ENSG00000177383,MAGEF1,58,68,168,67
ENSG00000156931,VPS8,66,56,56,37
ENSG00000187068,C3orf70,16,34,2,0
ENSG00000113790,EHHADH,756,737,470,1453
ENSG00000073803,MAP3K13,355,344,289,199
ENSG00000163900,TMEM41A,137,119,86,105
ENSG00000163898,LIPH,37,81,5,9
ENSG00000163904,SENP2,112,102,87,61
ENSG00000073792,IGF2BP2,38,34,29,13
ENSG00000136527,TRA2B,293,301,254,152
ENSG00000244405,ETV5,0,2,127,34
ENSG00000058866,DGKG,0,0,12,23
ENSG00000213139,CRYGS,27,20,14,35
ENSG00000113838,TBCCD1,42,30,26,39
ENSG00000090520,DNAJB11,114,121,882,192
ENSG00000145192,AHSG,4018,3816,18293,7862
ENSG00000090512,FETUB,463,441,7,691
ENSG00000113905,HRG,26806,24483,10142,15233
ENSG00000113889,KNG1,3698,3442,4116,4447
ENSG00000156976,EIF4A2,510,467,806,389
ENSG00000163918,RFC4,86,94,36,18
ENSG00000181092,ADIPOQ,29,25,0,6
ENSG00000073849,ST6GAL1,1813,1757,5263,5653
ENSG00000163923,RPL39L,37,46,174,92
ENSG00000175077,RTP1,0,0,0,0
ENSG00000127241,MASP1,496,442,859,349
ENSG00000136514,RTP4,83,88,39,23
ENSG00000157005,SST,0,0,0,0
ENSG00000113916,BCL6,1074,978,690,195
ENSG00000145012,LPP,617,589,560,508
ENSG00000188001,TPRG1,41,52,41,71
ENSG00000073282,TP63,9,8,0,4
ENSG00000090530,P3H2,11,12,13,32
ENSG00000163347,CLDN1,397,371,1347,647
ENSG00000113946,CLDN16,16,9,2,2
ENSG00000198398,TMEM207,0,0,0,0
ENSG00000196083,IL1RAP,427,410,232,732
ENSG00000205835,GMNC,69,73,0,15
ENSG00000188729,OSTN,0,0,0,0
ENSG00000188958,UTS2B,95,82,7,22
ENSG00000152492,CCDC50,237,213,908,277
ENSG00000114279,FGF12,4,7,22,2
ENSG00000180611,MB21D2,0,1,45,6
ENSG00000127252,HRASLS,0,0,0,0
ENSG00000127249,ATP13A4,0,0,0,0
ENSG00000198836,OPA1,101,108,198,123
ENSG00000114315,HES1,101,99,170,36
ENSG00000178772,CPN2,426,358,1082,1031
ENSG00000172061,LRRC15,0,0,0,2
ENSG00000178732,GP5,1,1,1,0
ENSG00000133657,ATP13A3,391,361,473,506
ENSG00000145014,TMEM44,17,19,9,13
ENSG00000041802,LSG1,80,69,136,46
ENSG00000185112,FAM43A,29,22,18,12
ENSG00000173950,XXYLT1,4,3,8,7
ENSG00000114331,ACAP2,163,160,158,66
ENSG00000184203,PPP1R2,40,31,199,50
ENSG00000189058,APOD,11,10,0,2
ENSG00000176945,MUC20,55,39,21,34
ENSG00000145113,MUC4,0,2,0,1
ENSG00000061938,TNK2,50,53,8,53
ENSG00000072274,TFRC,198,197,56,174
ENSG00000163958,ZDHHC19,4,9,24,5
ENSG00000163959,SLC51A,161,148,273,178
ENSG00000161217,PCYT1A,80,57,112,134
ENSG00000272741,AC069257.3,0,1,7,9
ENSG00000213123,TCTEX1D2,1,4,1,2
ENSG00000273331,TM4SF19-TCTEX1D2,0,0,1,0
ENSG00000145107,TM4SF19,20,26,1,4
ENSG00000163960,UBXN7,48,51,15,25
ENSG00000163961,RNF168,164,221,119,73
ENSG00000214097,SMCO1,0,1,0,0
ENSG00000185798,WDR53,0,1,43,9
ENSG00000174013,FBXO45,39,30,28,31
ENSG00000174004,NRROS,0,1,1,0
ENSG00000163964,PIGX,122,197,63,69
ENSG00000174007,CEP19,12,5,2,3
ENSG00000180370,PAK2,308,286,734,348
ENSG00000119231,SENP5,70,74,60,117
ENSG00000114503,NCBP2,28,22,253,102
ENSG00000270170,NCBP2-AS2,103,67,50,61
ENSG00000119227,PIGZ,0,0,37,4
ENSG00000163975,MELTF,5,3,0,5
ENSG00000075711,DLG1,122,103,46,93
ENSG00000161267,BDH1,1324,1167,758,773
ENSG00000145016,RUBCN,197,156,22,109
ENSG00000122068,FYTTD1,61,70,106,109
ENSG00000186001,LRCH3,243,222,86,67
ENSG00000114473,IQCG,50,38,7,15
ENSG00000182899,RPL35A,207,218,1547,694
ENSG00000185621,LMLN,20,22,3,26
ENSG00000272602,ZNF595,43,34,45,17
ENSG00000250312,ZNF718,15,22,9,6
ENSG00000186777,ZNF732,0,2,3,1
ENSG00000131127,ZNF141,41,38,10,16
ENSG00000182903,ZNF721,32,37,59,53
ENSG00000174227,PIGG,53,47,47,42
ENSG00000133256,PDE6B,18,23,0,3
ENSG00000169020,ATP5I,358,332,427,703
ENSG00000215375,MYL5,141,121,198,273
ENSG00000169026,MFSD7,9,5,34,5
ENSG00000185619,PCGF3,83,81,123,90
ENSG00000168993,CPLX1,11,12,10,3
ENSG00000178950,GAK,217,190,127,101
ENSG00000127419,TMEM175,420,396,115,36
ENSG00000145214,DGKQ,15,16,2,26
ENSG00000145217,SLC26A1,26,20,24,27
ENSG00000127415,IDUA,9,10,25,10
ENSG00000127418,FGFRL1,49,50,58,64
ENSG00000178222,RNF212,30,20,1,13
ENSG00000159674,SPON2,274,211,406,194
ENSG00000159692,CTBP1,254,204,114,207
ENSG00000090316,MAEA,202,195,88,115
ENSG00000163945,UVSSA,68,56,1,30
ENSG00000179979,CRIPAK,58,50,7,37
ENSG00000174137,FAM53A,0,0,0,15
ENSG00000163950,SLBP,24,18,139,93
ENSG00000168936,TMEM129,9,8,148,101
ENSG00000013810,TACC3,100,82,38,72
ENSG00000068078,FGFR3,110,98,94,96
ENSG00000168924,LETM1,68,66,106,61
ENSG00000109685,NSD2,78,82,32,24
ENSG00000185049,NELFA,240,208,47,49
ENSG00000243449,C4orf48,1,1,31,12
ENSG00000185818,NAT8L,0,0,0,0
ENSG00000130997,POLN,61,51,4,13
ENSG00000214367,HAUS3,205,172,27,42
ENSG00000123933,MXD4,217,227,67,112
ENSG00000159733,ZFYVE28,38,37,0,36
ENSG00000063978,RNF4,36,44,103,127
ENSG00000125386,FAM193A,132,95,53,50
ENSG00000168884,TNIP2,8,11,61,83
ENSG00000087266,SH3BP2,219,245,191,161
ENSG00000087274,ADD1,403,406,222,349
ENSG00000109736,MFSD10,59,35,37,27
ENSG00000087269,NOP14,167,143,41,48
ENSG00000125388,GRK4,22,27,25,10
ENSG00000197386,HTT,158,161,32,120
ENSG00000188981,MSANTD1,5,3,2,1
ENSG00000159788,RGS12,87,86,75,105
ENSG00000109758,HGFAC,654,573,129,165
ENSG00000175920,DOK7,0,0,0,5
ENSG00000163956,LRPAP1,247,233,306,164
ENSG00000184160,ADRA2C,0,0,0,0
ENSG00000163982,OTOP1,0,0,0,0
ENSG00000132406,TMEM128,22,22,38,38
ENSG00000145220,LYAR,11,15,17,14
ENSG00000168826,ZBTB49,0,0,0,5
ENSG00000168824,AC110814.1,19,23,1,9
ENSG00000168818,STX18,71,57,51,53
ENSG00000163132,MSX1,2,5,1,0
ENSG00000170891,CYTL1,0,0,0,0
ENSG00000152953,STK32B,0,0,0,0
ENSG00000173040,EVC2,0,0,0,0
ENSG00000072840,EVC,88,86,0,2
ENSG00000072832,CRMP1,0,0,0,1
ENSG00000181215,C4orf50,0,0,0,0
ENSG00000152969,JAKMIP1,0,0,0,2
ENSG00000109501,WFS1,52,49,41,25
ENSG00000074211,PPP2R2C,7,4,0,1
ENSG00000013288,MAN2B2,58,55,268,243
ENSG00000179010,MRFAP1,749,684,902,599
ENSG00000163993,S100P,1,2,657,0
ENSG00000178988,MRFAP1L1,139,125,238,222
ENSG00000186222,BLOC1S4,2,2,54,45
ENSG00000170871,KIAA0232,69,67,56,55
ENSG00000132405,TBC1D14,126,113,209,53
ENSG00000173013,CCDC96,0,0,0,0
ENSG00000173011,TADA2B,66,51,22,64
ENSG00000109519,GRPEL1,109,106,338,300
ENSG00000184985,SORCS2,0,0,9,0
ENSG00000178597,PSAPL1,0,0,0,2
ENSG00000196526,AFAP1,9,14,13,8
ENSG00000163995,ABLIM2,0,0,17,1
ENSG00000125089,SH3TC1,6,5,143,52
ENSG00000170801,HTRA3,0,0,0,0
ENSG00000087008,ACOX3,14,15,102,21
ENSG00000155275,TRMT44,4,1,2,8
ENSG00000155269,GPR78,6,7,0,5
ENSG00000109625,CPZ,6,7,0,6
ENSG00000229924,FAM90A26,0,0,0,0
ENSG00000231396,USP17L10,1,3,0,0
ENSG00000233136,USP17L11,4,3,0,0
ENSG00000227551,USP17L12,0,2,0,0
ENSG00000232399,USP17L13,4,3,0,0
ENSG00000223569,USP17L15,7,4,0,0
ENSG00000249104,USP17L17,4,3,0,0
ENSG00000250844,USP17L18,7,2,0,0
ENSG00000248920,USP17L19,4,8,0,0
ENSG00000250745,USP17L20,1,4,0,0
ENSG00000249811,USP17L21,4,3,0,0
ENSG00000248933,USP17L22,5,4,0,0
ENSG00000232264,USP17L24,1,3,0,0
ENSG00000230430,USP17L25,4,5,0,0
ENSG00000229579,USP17L26,2,2,0,0
ENSG00000227140,USP17L5,5,4,0,0
ENSG00000235780,USP17L27,5,6,0,0
ENSG00000231051,USP17L28,3,5,0,0
ENSG00000231637,USP17L29,6,3,0,0
ENSG00000228856,USP17L30,2,3,0,0
ENSG00000186146,DEFB131,0,0,0,0
ENSG00000109667,SLC2A9,108,124,51,31
ENSG00000169676,DRD5,0,0,0,0
ENSG00000071127,WDR1,231,202,495,258
ENSG00000178163,ZNF518B,3,3,93,35
