Ensembl,Healthy_1,Healthy_2,Healthy_3,Healthy_4
ENSG00000144827,52,52,81,73
ENSG00000144834,0,0,0,0
ENSG00000176040,1,2,1,0
ENSG00000114529,0,0,0,0
ENSG00000174500,0,0,0,0
ENSG00000172139,0,0,0,0
ENSG00000091972,12,17,1,2
ENSG00000186265,0,1,0,0
ENSG00000144848,230,178,416,166
ENSG00000138459,111,126,147,57
ENSG00000091986,11,12,60,4
ENSG00000206531,0,0,0,0
ENSG00000163606,0,0,0,5
ENSG00000163607,139,135,11,26
ENSG00000163608,21,17,71,33
ENSG00000144857,11,8,0,2
ENSG00000206530,137,112,13,18
ENSG00000163611,38,48,37,19
ENSG00000072858,39,41,0,2
ENSG00000176542,153,148,180,120
ENSG00000121579,238,209,287,201
ENSG00000114573,160,169,450,209
ENSG00000178075,33,31,2,67
ENSG00000184307,139,140,22,25
ENSG00000163617,3,7,0,1
ENSG00000151576,67,54,38,41
ENSG00000174255,0,1,1,0
ENSG00000181847,0,1,0,1
ENSG00000181722,298,233,168,89
ENSG00000172020,0,0,0,0
ENSG00000185565,0,3,2,4
ENSG00000144847,0,2,0,6
ENSG00000251012,0,0,0,0
ENSG00000114638,18,26,2,4
ENSG00000121578,74,65,106,38
ENSG00000031081,15,4,11,31
ENSG00000176142,0,0,104,30
ENSG00000163389,50,44,52,71
ENSG00000113845,12,23,427,90
ENSG00000121594,0,0,34,0
ENSG00000144843,0,0,9,3
ENSG00000144837,82,111,213,103
ENSG00000121577,1,0,0,17
ENSG00000138495,242,246,269,281
ENSG00000183833,19,12,0,4
ENSG00000144852,150,141,21,95
ENSG00000082701,47,38,45,37
ENSG00000175697,0,0,0,0
ENSG00000163428,115,110,389,167
ENSG00000163430,4,7,194,121
ENSG00000065518,185,158,689,377
ENSG00000113924,3280,2965,231,719
ENSG00000144840,21,25,31,48
ENSG00000153767,20,21,39,33
ENSG00000145087,0,0,0,0
ENSG00000051341,8,9,2,3
ENSG00000186103,1,0,0,0
ENSG00000163833,10,6,0,1
ENSG00000180353,35,46,116,58
ENSG00000173230,651,587,329,335
ENSG00000173226,2,1,12,8
ENSG00000145088,0,0,17,1
ENSG00000163406,24,26,0,4
ENSG00000145103,0,0,0,0
ENSG00000114013,0,0,20,0
ENSG00000036828,0,0,0,0
ENSG00000121552,5,2,23,29
ENSG00000160124,35,39,22,67
ENSG00000114023,195,169,193,351
ENSG00000196981,38,33,27,7
ENSG00000114030,93,85,143,167
ENSG00000138496,199,206,394,368
ENSG00000163840,148,144,287,317
ENSG00000173200,315,266,36,66
ENSG00000173193,482,427,487,620
ENSG00000169087,10,7,76,6
ENSG00000138463,1,2,0,16
ENSG00000082684,0,0,0,2
ENSG00000065485,48,56,397,177
ENSG00000121542,64,55,207,47
ENSG00000173175,19,21,0,46
ENSG00000206527,252,272,359,347
ENSG00000065534,195,205,273,378
ENSG00000175455,97,79,36,9
ENSG00000065371,0,0,0,0
ENSG00000160145,41,41,17,46
ENSG00000114491,170,197,204,26
ENSG00000082781,51,37,169,136
ENSG00000173702,0,1,0,0
ENSG00000173706,95,80,54,118
ENSG00000221955,19,25,4,9
ENSG00000163848,144,128,455,161
ENSG00000114520,44,50,315,220
ENSG00000144909,14,14,80,32
ENSG00000189366,0,3,12,6
ENSG00000114547,0,0,0,0
ENSG00000114544,26,17,64,22
ENSG00000144908,4303,3942,102,1646
ENSG00000163884,205,179,31,77
ENSG00000163885,0,0,0,0
ENSG00000070476,195,185,42,30
ENSG00000159650,140,124,0,33
ENSG00000180767,6,6,90,74
ENSG00000197763,32,28,65,18
ENSG00000159685,10,9,4,6
ENSG00000114554,1,2,10,19
ENSG00000163870,248,236,152,158
ENSG00000073111,0,0,12,5
ENSG00000114631,0,0,0,0
ENSG00000114626,141,123,33,35
ENSG00000074416,317,294,617,543
ENSG00000187715,44,50,5,16
ENSG00000058262,336,290,1494,455
ENSG00000175792,37,31,115,69
ENSG00000132394,2,2,125,65
ENSG00000179348,0,0,0,5
ENSG00000163902,1034,980,3563,1934
ENSG00000075785,379,297,857,410
ENSG00000177646,125,108,173,97
ENSG00000114656,60,63,35,14
ENSG00000187695,15,17,13,5
ENSG00000114654,0,0,0,0
ENSG00000169704,0,0,0,0
ENSG00000172780,64,70,96,67
ENSG00000261796,54,57,159,75
ENSG00000240682,33,59,145,33
ENSG00000169714,798,669,1798,1231
ENSG00000181789,219,194,389,171
ENSG00000183624,31,33,86,93
ENSG00000184897,42,40,70,79
ENSG00000172771,152,139,5,13
ENSG00000129071,68,80,126,54
ENSG00000163913,112,120,15,48
ENSG00000163914,0,0,0,0
ENSG00000004399,80,61,118,64
ENSG00000172765,98,95,165,113
ENSG00000170893,0,0,0,0
ENSG00000251287,1,0,3,4
ENSG00000206384,152,138,0,44
ENSG00000196455,39,49,18,116
ENSG00000017260,63,66,137,76
ENSG00000034533,12,10,37,23
ENSG00000114670,0,0,9,0
ENSG00000198585,76,55,179,186
ENSG00000114686,189,204,266,118
ENSG00000196353,1,0,0,0
ENSG00000014257,0,1,1,1
ENSG00000138246,34,36,221,109
ENSG00000240303,249,214,216,328
ENSG00000274810,225,196,221,331
ENSG00000129048,2,3,11,14
ENSG00000081307,202,181,261,154
ENSG00000113971,104,80,49,60
ENSG00000144868,10,7,1,0
ENSG00000170819,0,0,0,0
ENSG00000091527,81,76,268,198
ENSG00000163781,28,23,50,72
ENSG00000091513,11511,10808,20202,27899
ENSG00000144867,283,219,488,210
ENSG00000154917,0,1,0,7
ENSG00000221972,0,0,0,0
ENSG00000174640,45,47,124,7
ENSG00000163785,57,52,85,79
ENSG00000114019,55,62,12,54
ENSG00000129055,123,109,68,230
ENSG00000182923,114,95,74,88
ENSG00000154928,0,0,0,0
ENSG00000174611,7,1,0,0
ENSG00000073711,32,35,33,12
ENSG00000174579,118,104,19,32
ENSG00000114054,65,71,298,291
ENSG00000118007,294,233,62,31
ENSG00000168917,64,58,29,14
ENSG00000158092,5,7,90,72
ENSG00000174564,1,2,2,8
ENSG00000066405,2,3,0,1
ENSG00000158163,0,0,0,2
ENSG00000118017,0,0,0,0
ENSG00000138231,30,28,74,20
ENSG00000114098,29,36,37,60
ENSG00000181322,40,32,0,0
ENSG00000158186,6,5,36,19
ENSG00000158220,34,18,3,11
ENSG00000114107,21,20,65,53
ENSG00000158234,10,11,63,8
ENSG00000051382,7,12,61,78
ENSG00000206262,21,23,2,3
ENSG00000175110,41,51,167,90
ENSG00000233701,13,14,2,5
ENSG00000184432,356,279,748,213
ENSG00000114113,0,0,6,0
ENSG00000114115,56,41,464,274
ENSG00000163864,2,1,22,4
ENSG00000158258,15,22,1,9
ENSG00000114120,3,2,35,8
ENSG00000175093,1,1,0,0
ENSG00000155893,1,1,13,26
ENSG00000177311,81,69,238,162
ENSG00000155903,18,26,42,45
ENSG00000114125,138,151,477,233
ENSG00000114124,0,2,0,1
ENSG00000069849,0,1,105,36
ENSG00000114126,125,132,23,110
ENSG00000175066,76,75,43,54
ENSG00000114127,152,142,199,184
ENSG00000175054,99,87,95,74
ENSG00000120756,12,5,44,24
ENSG00000144935,0,0,2,2
ENSG00000163710,15,17,14,78
ENSG00000188582,98,93,124,57
ENSG00000163714,265,234,200,130
ENSG00000175040,0,0,0,2
ENSG00000181804,7,5,91,31
ENSG00000181744,36,36,40,90
ENSG00000152952,124,126,582,97
ENSG00000114698,52,46,65,142
ENSG00000163746,0,0,0,0
ENSG00000188313,323,258,288,77
ENSG00000231213,0,0,0,0
ENSG00000174963,0,0,0,0
ENSG00000152977,0,0,0,3
ENSG00000144891,17,27,215,69
ENSG00000153002,3,7,2,0
ENSG00000163751,0,0,0,1
ENSG00000163754,39,31,165,19
ENSG00000071794,25,26,33,76
ENSG00000163755,2381,2220,2949,3571
ENSG00000047457,5484,5004,5512,6186
ENSG00000163762,20,19,95,43
ENSG00000169908,86,97,345,117
ENSG00000169903,558,605,796,1145
ENSG00000018408,171,170,193,133
ENSG00000114744,65,57,99,32
ENSG00000206199,9,11,20,8
ENSG00000082996,151,139,460,372
ENSG00000070087,62,53,54,5
ENSG00000196428,85,59,47,38
ENSG00000120742,419,407,1497,395
ENSG00000144895,223,239,220,75
ENSG00000198843,231,213,894,276
ENSG00000163645,0,0,0,0
ENSG00000181788,100,102,225,72
ENSG00000260234,0,0,0,0
ENSG00000163646,1,2,0,1
ENSG00000144893,50,48,0,3
ENSG00000174946,0,0,0,0
ENSG00000174944,0,0,4,0
ENSG00000138271,0,0,0,0
ENSG00000181631,29,33,12,9
ENSG00000169313,0,0,0,1
ENSG00000152580,47,38,0,14
ENSG00000197953,0,1,4,0
ENSG00000114771,421,382,1004,297
ENSG00000198829,31,35,1,22
ENSG00000152601,185,136,220,298
ENSG00000169860,3,0,60,9
ENSG00000181467,8,6,78,45
ENSG00000114790,220,215,72,122
ENSG00000174953,426,403,126,112
ENSG00000196549,49,45,3,158
ENSG00000114805,0,0,0,1
ENSG00000174928,43,30,18,8
ENSG00000169359,224,217,131,89
ENSG00000163655,59,35,113,61
ENSG00000169282,4,2,8,20
ENSG00000114850,210,214,981,420
ENSG00000163659,22,30,59,31
ENSG00000197980,37,42,0,3
ENSG00000163660,417,349,151,115
ENSG00000197415,0,0,42,3
ENSG00000163661,0,0,16,0
ENSG00000174899,0,0,0,0
ENSG00000168779,0,0,0,0
ENSG00000174891,130,109,91,43
ENSG00000178053,4,6,54,3
ENSG00000168827,124,95,204,140
ENSG00000079257,4,3,69,15
ENSG00000118849,1,0,77,4
ENSG00000118855,12,14,532,142
ENSG00000151967,4,9,33,30
ENSG00000168811,0,0,0,0
ENSG00000180044,0,0,13,10
ENSG00000248710,0,7,45,10
ENSG00000068885,25,24,87,41
ENSG00000113810,65,69,218,113
ENSG00000213186,36,35,37,60
ENSG00000186432,125,105,317,191
ENSG00000179674,0,1,0,0
ENSG00000163590,53,56,38,68
ENSG00000169255,5,2,2,0
ENSG00000169251,68,52,251,146
ENSG00000196542,0,0,0,4
ENSG00000090402,0,0,0,0
ENSG00000121871,2,1,39,34
ENSG00000114200,266,243,174,405
ENSG00000114209,106,103,312,82
ENSG00000163536,0,0,21,0
ENSG00000173905,468,420,698,533
ENSG00000085276,212,188,10,7
ENSG00000184378,0,0,0,0
ENSG00000085274,13,23,28,29
ENSG00000171757,16,9,17,4
ENSG00000114248,0,0,6,5
ENSG00000187033,1,4,0,0
ENSG00000008952,605,553,822,607
ENSG00000173890,2,4,34,0
ENSG00000173889,224,209,30,111
ENSG00000163558,29,33,45,43
ENSG00000136603,174,167,254,72
ENSG00000013297,52,357,5,27
ENSG00000013293,49,43,6,16
ENSG00000163584,2,0,223,62
ENSG00000163577,40,48,8,17
ENSG00000163581,909,851,1349,1344
ENSG00000154310,106,94,8,29
ENSG00000075651,77,78,227,110
ENSG00000186329,384,357,26,73
ENSG00000075420,333,351,573,370
ENSG00000121858,321,322,271,277
ENSG00000144959,1,0,48,9
ENSG00000114346,5,13,3,19
ENSG00000144962,0,0,0,0
ENSG00000169760,0,0,0,0
ENSG00000177694,12,16,17,30
ENSG00000177565,459,434,487,413
ENSG00000197584,2,2,0,0
ENSG00000275163,1,1,0,0
ENSG00000172667,141,127,76,70
ENSG00000121879,75,59,80,88
ENSG00000171121,61,53,22,55
ENSG00000121864,181,186,129,96
ENSG00000171109,67,52,28,56
ENSG00000114450,87,87,222,50
ENSG00000136518,26,36,51,49
ENSG00000136522,28,41,212,78
ENSG00000136521,256,235,441,241
ENSG00000058056,16,18,76,54
ENSG00000114757,10,9,1,1
ENSG00000163728,138,109,53,46
ENSG00000145075,14,12,0,3
ENSG00000114416,249,224,191,142
ENSG00000205981,233,211,323,202
ENSG00000181449,4,2,0,0
ENSG00000058063,94,86,76,58
ENSG00000043093,144,158,505,290
ENSG00000078070,94,83,147,134
ENSG00000078081,10,6,0,0
ENSG00000053524,68,77,5,11
ENSG00000176597,8,9,3,1
ENSG00000172578,36,30,6,13
ENSG00000114796,169,171,127,76
ENSG00000163872,72,48,4,26
ENSG00000180834,0,0,0,0
ENSG00000175193,110,115,116,126
ENSG00000114770,98,88,33,31
ENSG00000178084,0,0,0,0
ENSG00000145191,84,62,98,92
ENSG00000161202,132,103,136,130
ENSG00000161203,345,327,553,194
ENSG00000161204,110,111,43,66
ENSG00000145198,0,0,0,0
ENSG00000214160,111,62,342,151
ENSG00000145194,0,1,63,34
ENSG00000163888,0,0,0,0
ENSG00000175166,159,152,331,178
ENSG00000114867,534,534,1245,907
ENSG00000175182,32,21,14,7
ENSG00000114859,2,1,0,10
ENSG00000163882,213,196,197,117
ENSG00000090534,20,11,113,29
ENSG00000090539,137,100,142,79
ENSG00000182580,0,0,0,5
ENSG00000177383,58,68,168,67
ENSG00000156931,66,56,56,37
ENSG00000187068,16,34,2,0
ENSG00000113790,756,737,470,1453
ENSG00000073803,355,344,289,199
ENSG00000163900,137,119,86,105
ENSG00000163898,37,81,5,9
ENSG00000163904,112,102,87,61
ENSG00000073792,38,34,29,13
ENSG00000136527,293,301,254,152
ENSG00000244405,0,2,127,34
ENSG00000058866,0,0,12,23
ENSG00000213139,27,20,14,35
ENSG00000113838,42,30,26,39
ENSG00000090520,114,121,882,192
ENSG00000145192,4018,3816,18293,7862
ENSG00000090512,463,441,7,691
ENSG00000113905,26806,24483,10142,15233
ENSG00000113889,3698,3442,4116,4447
ENSG00000156976,510,467,806,389
ENSG00000163918,86,94,36,18
ENSG00000181092,29,25,0,6
ENSG00000073849,1813,1757,5263,5653
ENSG00000163923,37,46,174,92
ENSG00000175077,0,0,0,0
ENSG00000127241,496,442,859,349
ENSG00000136514,83,88,39,23
ENSG00000157005,0,0,0,0
ENSG00000113916,1074,978,690,195
ENSG00000145012,617,589,560,508
ENSG00000188001,41,52,41,71
ENSG00000073282,9,8,0,4
ENSG00000090530,11,12,13,32
ENSG00000163347,397,371,1347,647
ENSG00000113946,16,9,2,2
ENSG00000198398,0,0,0,0
ENSG00000196083,427,410,232,732
ENSG00000205835,69,73,0,15
ENSG00000188729,0,0,0,0
ENSG00000188958,95,82,7,22
ENSG00000152492,237,213,908,277
ENSG00000114279,4,7,22,2
ENSG00000180611,0,1,45,6
ENSG00000127252,0,0,0,0
ENSG00000127249,0,0,0,0
ENSG00000198836,101,108,198,123
ENSG00000114315,101,99,170,36
ENSG00000178772,426,358,1082,1031
ENSG00000172061,0,0,0,2
ENSG00000178732,1,1,1,0
ENSG00000133657,391,361,473,506
ENSG00000145014,17,19,9,13
ENSG00000041802,80,69,136,46
ENSG00000185112,29,22,18,12
ENSG00000173950,4,3,8,7
ENSG00000114331,163,160,158,66
ENSG00000184203,40,31,199,50
ENSG00000189058,11,10,0,2
ENSG00000176945,55,39,21,34
ENSG00000145113,0,2,0,1
ENSG00000061938,50,53,8,53
ENSG00000072274,198,197,56,174
ENSG00000163958,4,9,24,5
ENSG00000163959,161,148,273,178
ENSG00000161217,80,57,112,134
ENSG00000272741,0,1,7,9
ENSG00000213123,1,4,1,2
ENSG00000273331,0,0,1,0
ENSG00000145107,20,26,1,4
ENSG00000163960,48,51,15,25
ENSG00000163961,164,221,119,73
ENSG00000214097,0,1,0,0
ENSG00000185798,0,1,43,9
ENSG00000174013,39,30,28,31
ENSG00000174004,0,1,1,0
ENSG00000163964,122,197,63,69
ENSG00000174007,12,5,2,3
ENSG00000180370,308,286,734,348
ENSG00000119231,70,74,60,117
ENSG00000114503,28,22,253,102
ENSG00000270170,103,67,50,61
ENSG00000119227,0,0,37,4
ENSG00000163975,5,3,0,5
ENSG00000075711,122,103,46,93
ENSG00000161267,1324,1167,758,773
ENSG00000145016,197,156,22,109
ENSG00000122068,61,70,106,109
ENSG00000186001,243,222,86,67
ENSG00000114473,50,38,7,15
ENSG00000182899,207,218,1547,694
ENSG00000185621,20,22,3,26
ENSG00000272602,43,34,45,17
ENSG00000250312,15,22,9,6
ENSG00000186777,0,2,3,1
ENSG00000131127,41,38,10,16
ENSG00000182903,32,37,59,53
ENSG00000174227,53,47,47,42
ENSG00000133256,18,23,0,3
ENSG00000169020,358,332,427,703
ENSG00000215375,141,121,198,273
ENSG00000169026,9,5,34,5
ENSG00000185619,83,81,123,90
ENSG00000168993,11,12,10,3
ENSG00000178950,217,190,127,101
ENSG00000127419,420,396,115,36
ENSG00000145214,15,16,2,26
ENSG00000145217,26,20,24,27
ENSG00000127415,9,10,25,10
ENSG00000127418,49,50,58,64
ENSG00000178222,30,20,1,13
ENSG00000159674,274,211,406,194
ENSG00000159692,254,204,114,207
ENSG00000090316,202,195,88,115
ENSG00000163945,68,56,1,30
ENSG00000179979,58,50,7,37
ENSG00000174137,0,0,0,15
ENSG00000163950,24,18,139,93
ENSG00000168936,9,8,148,101
ENSG00000013810,100,82,38,72
ENSG00000068078,110,98,94,96
ENSG00000168924,68,66,106,61
ENSG00000109685,78,82,32,24
ENSG00000185049,240,208,47,49
ENSG00000243449,1,1,31,12
ENSG00000185818,0,0,0,0
ENSG00000130997,61,51,4,13
ENSG00000214367,205,172,27,42
ENSG00000123933,217,227,67,112
ENSG00000159733,38,37,0,36
ENSG00000063978,36,44,103,127
ENSG00000125386,132,95,53,50
ENSG00000168884,8,11,61,83
ENSG00000087266,219,245,191,161
ENSG00000087274,403,406,222,349
ENSG00000109736,59,35,37,27
ENSG00000087269,167,143,41,48
ENSG00000125388,22,27,25,10
ENSG00000197386,158,161,32,120
ENSG00000188981,5,3,2,1
ENSG00000159788,87,86,75,105
ENSG00000109758,654,573,129,165
ENSG00000175920,0,0,0,5
ENSG00000163956,247,233,306,164
ENSG00000184160,0,0,0,0
ENSG00000163982,0,0,0,0
ENSG00000132406,22,22,38,38
ENSG00000145220,11,15,17,14
ENSG00000168826,0,0,0,5
ENSG00000168824,19,23,1,9
ENSG00000168818,71,57,51,53
ENSG00000163132,2,5,1,0
ENSG00000170891,0,0,0,0
ENSG00000152953,0,0,0,0
ENSG00000173040,0,0,0,0
ENSG00000072840,88,86,0,2
ENSG00000072832,0,0,0,1
ENSG00000181215,0,0,0,0
ENSG00000152969,0,0,0,2
ENSG00000109501,52,49,41,25
ENSG00000074211,7,4,0,1
ENSG00000013288,58,55,268,243
ENSG00000179010,749,684,902,599
ENSG00000163993,1,2,657,0
ENSG00000178988,139,125,238,222
ENSG00000186222,2,2,54,45
ENSG00000170871,69,67,56,55
ENSG00000132405,126,113,209,53
ENSG00000173013,0,0,0,0
ENSG00000173011,66,51,22,64
ENSG00000109519,109,106,338,300
ENSG00000184985,0,0,9,0
ENSG00000178597,0,0,0,2
ENSG00000196526,9,14,13,8
ENSG00000163995,0,0,17,1
ENSG00000125089,6,5,143,52
ENSG00000170801,0,0,0,0
ENSG00000087008,14,15,102,21
ENSG00000155275,4,1,2,8
ENSG00000155269,6,7,0,5
ENSG00000109625,6,7,0,6
ENSG00000229924,0,0,0,0
ENSG00000231396,1,3,0,0
ENSG00000233136,4,3,0,0
ENSG00000227551,0,2,0,0
ENSG00000232399,4,3,0,0
ENSG00000223569,7,4,0,0
ENSG00000249104,4,3,0,0
ENSG00000250844,7,2,0,0
ENSG00000248920,4,8,0,0
ENSG00000250745,1,4,0,0
ENSG00000249811,4,3,0,0
ENSG00000248933,5,4,0,0
ENSG00000232264,1,3,0,0
ENSG00000230430,4,5,0,0
ENSG00000229579,2,2,0,0
ENSG00000227140,5,4,0,0
ENSG00000235780,5,6,0,0
ENSG00000231051,3,5,0,0
ENSG00000231637,6,3,0,0
ENSG00000228856,2,3,0,0
ENSG00000186146,0,0,0,0
ENSG00000109667,108,124,51,31
ENSG00000169676,0,0,0,0
ENSG00000071127,231,202,495,258
ENSG00000178163,3,3,93,35
ENSG00000109684,24,25,2,3
ENSG00000002587,13,14,19,14
ENSG00000157869,34,41,0,5
ENSG00000109705,0,0,0,0
ENSG00000038219,354,301,94,67
ENSG00000137449,28,18,52,45
ENSG00000163145,0,0,0,0
ENSG00000048342,38,43,35,14
ENSG00000118564,119,106,279,199
ENSG00000237765,13,8,188,72
ENSG00000109743,15,16,2,19
ENSG00000004468,7,3,14,10
ENSG00000137440,0,0,0,0
ENSG00000137441,0,0,0,0
ENSG00000007062,0,0,1,5
ENSG00000169762,140,106,172,114
ENSG00000169744,270,236,342,74
ENSG00000151552,387,350,236,524
ENSG00000002549,224,243,623,359
ENSG00000118579,194,305,191,71
ENSG00000047662,139,238,8,28
ENSG00000163257,52,55,23,10
ENSG00000109805,8,9,20,10
ENSG00000178177,8,6,66,53
ENSG00000145147,0,0,6,1
ENSG00000163138,15,17,1,8
ENSG00000185774,1,0,0,0
ENSG00000152990,325,306,37,178
ENSG00000109819,399,322,44,24
ENSG00000109606,110,112,192,70
ENSG00000109610,0,0,59,5
ENSG00000181982,11,9,28,53
ENSG00000153012,0,0,0,0
ENSG00000109618,307,302,747,203
ENSG00000281028,17,20,6,8
ENSG00000038210,105,99,30,157
ENSG00000168228,36,26,21,13
ENSG00000053900,5,7,47,56
ENSG00000157765,83,76,0,1
ENSG00000091490,30,26,32,44
ENSG00000250317,137,124,217,58
ENSG00000168214,56,61,172,131
ENSG00000109680,0,0,22,0
ENSG00000109689,5,2,16,59
ENSG00000169851,0,3,1,4
ENSG00000047365,20,24,19,32
ENSG00000197057,0,0,0,6
ENSG00000154274,188,181,81,169
ENSG00000181826,37,29,33,30
ENSG00000169299,23,25,174,38
ENSG00000065882,116,112,49,134
ENSG00000250254,1,0,0,0
ENSG00000109787,370,360,99,197
ENSG00000174123,24,18,3,4
ENSG00000174125,47,37,61,25
ENSG00000174130,34,24,3,7
ENSG00000197712,111,132,775,249
ENSG00000121895,26,22,3,3
ENSG00000109790,62,57,483,215
ENSG00000157796,57,63,94,99
ENSG00000035928,315,280,400,189
ENSG00000134962,139,147,276,361
ENSG00000163682,931,833,2519,1143
ENSG00000121897,318,273,7,34
ENSG00000109814,1046,976,1062,911
ENSG00000163683,1567,1566,930,1340
ENSG00000078140,97,88,342,312
ENSG00000121892,279,266,301,314
ENSG00000078177,38,25,72,62
ENSG00000168421,19,15,4,8
ENSG00000174343,0,0,0,0
ENSG00000163694,356,334,170,279
ENSG00000179299,2,3,1,6
ENSG00000163697,105,98,91,115
ENSG00000154277,0,0,48,47
ENSG00000064042,129,138,81,179
ENSG00000109133,245,195,565,291
ENSG00000182308,5,2,5,2
ENSG00000014824,177,174,236,159
ENSG00000178343,0,0,34,0
ENSG00000124406,20,17,7,13
ENSG00000183783,0,0,0,0
ENSG00000177752,2,0,1,0
ENSG00000151806,11,9,101,54
ENSG00000163281,22,13,48,15
ENSG00000163285,0,0,0,0
ENSG00000151834,5,6,0,1
ENSG00000170516,0,0,0,0
ENSG00000109158,0,0,0,0
ENSG00000163288,0,0,0,0
ENSG00000169019,4,15,156,54
ENSG00000145246,6,6,13,10
ENSG00000145244,7,14,2,4
ENSG00000170448,40,43,2,54
ENSG00000163293,44,50,5,19
ENSG00000198515,21,30,61,86
ENSG00000074966,8,13,1,3
ENSG00000135605,78,84,0,21
ENSG00000109171,90,73,115,94
ENSG00000145248,0,0,0,0
ENSG00000182223,0,0,0,0
ENSG00000075539,233,228,42,86
ENSG00000109180,288,268,981,624
ENSG00000145247,197,210,263,331
ENSG00000109184,161,117,55,117
ENSG00000188993,0,0,0,0
ENSG00000163069,123,101,33,26
ENSG00000163071,2,0,0,0
ENSG00000109189,15,12,1,10
ENSG00000226887,4,10,2,3
ENSG00000128045,0,0,0,0
ENSG00000184178,16,21,1,14
ENSG00000145216,29,27,87,35
ENSG00000282278,0,0,24,2
ENSG00000072201,16,13,40,14
ENSG00000109220,0,0,70,23
ENSG00000134853,9,9,108,45
ENSG00000157404,0,0,0,1
ENSG00000128052,51,73,189,119
ENSG00000128039,12,14,18,67
ENSG00000134851,23,24,93,64
ENSG00000134852,27,25,123,91
ENSG00000163440,0,0,0,0
ENSG00000109255,0,0,0,0
ENSG00000090989,77,55,78,35
ENSG00000174799,52,52,6,15
ENSG00000109265,23,22,0,0
ENSG00000157426,32,20,50,14
ENSG00000128059,11,10,35,13
ENSG00000128050,235,199,397,343
ENSG00000174780,159,151,250,153
ENSG00000196503,0,1,1,1
ENSG00000249693,0,0,0,0
ENSG00000171476,34,39,3,6
ENSG00000128040,0,0,0,0
ENSG00000084093,161,129,128,110
ENSG00000084092,31,26,20,39
ENSG00000047315,351,295,1147,482
ENSG00000163453,324,314,5754,1063
ENSG00000150471,0,0,5,4
ENSG00000205678,4,2,0,0
ENSG00000145242,0,1,0,0
ENSG00000145241,174,141,58,49
ENSG00000035720,0,0,0,0
ENSG00000033178,42,33,42,90
ENSG00000109163,21,29,0,9
ENSG00000153802,0,0,0,0
ENSG00000187054,0,0,0,0
ENSG00000185873,10,5,0,1
ENSG00000083896,135,120,82,89
ENSG00000087128,0,0,0,0
ENSG00000197888,209,184,279,216
ENSG00000196620,1273,1258,1011,898
ENSG00000109181,693,680,399,953
ENSG00000135220,147,149,21,80
ENSG00000213759,126,135,99,84
ENSG00000171234,2337,2156,1361,1608
ENSG00000135226,120,106,59,119
ENSG00000156096,4094,3879,3318,6219
ENSG00000173610,70,61,1,37
ENSG00000271271,22,27,1,10
ENSG00000173597,749,670,701,473
ENSG00000109193,238,191,0,83
