Ensembl,Disease_1,Disease_2,Disease_3
ENSG00000226685,0,0,1
ENSG00000226929,0,0,4
ENSG00000224089,0,0,2
ENSG00000226600,0,0,2
ENSG00000226023,0,0,1
ENSG00000228517,0,0,3
ENSG00000237957,0,0,0
ENSG00000230594,0,0,3
ENSG00000236126,0,0,1
ENSG00000242362,0,0,3
ENSG00000236371,0,0,2
ENSG00000182890,103,81,146
ENSG00000125675,4,6,25
ENSG00000125676,204,149,209
ENSG00000101966,239,182,380
ENSG00000101972,123,163,115
ENSG00000183918,0,0,3
ENSG00000009694,8,8,247
ENSG00000282815,1,1,0
ENSG00000198889,0,0,0
ENSG00000183631,0,0,0
ENSG00000123165,0,0,0
ENSG00000102038,227,182,258
ENSG00000122126,28,20,56
ENSG00000171388,2,0,5
ENSG00000122121,211,175,22
ENSG00000122122,24,15,17
ENSG00000188706,251,208,267
ENSG00000156697,16,13,29
ENSG00000085185,101,106,126
ENSG00000102034,20,15,22
ENSG00000156709,279,233,206
ENSG00000134594,0,1,0
ENSG00000056277,20,25,23
ENSG00000102078,35,32,14
ENSG00000147262,0,0,0
ENSG00000134597,47,35,65
ENSG00000165675,16,14,9
ENSG00000147255,15,6,25
ENSG00000134602,5,9,27
ENSG00000123728,106,87,157
ENSG00000076770,197,162,1033
ENSG00000171004,0,0,0
ENSG00000134588,0,0,0
ENSG00000183434,0,0,0
ENSG00000076716,1,1,0
ENSG00000147257,44,30,51
ENSG00000203952,0,0,0
ENSG00000156531,62,63,40
ENSG00000165704,59,44,14
ENSG00000170965,0,0,1
ENSG00000156504,54,35,37
ENSG00000156500,42,31,28
ENSG00000101928,10,15,33
ENSG00000184785,1,1,0
ENSG00000212747,15,14,32
ENSG00000134590,327,253,447
ENSG00000203950,129,95,199
ENSG00000196972,1,1,2
ENSG00000169551,0,0,0
ENSG00000186376,38,33,40
ENSG00000173275,9,8,16
ENSG00000178947,0,1,0
ENSG00000165359,0,0,0
ENSG00000268940,0,0,0
ENSG00000269096,0,0,0
ENSG00000228836,0,0,0
ENSG00000278289,0,0,0
ENSG00000271449,0,0,0
ENSG00000273696,0,0,0
ENSG00000278085,0,0,0
ENSG00000270946,0,0,0
ENSG00000269586,0,0,0
ENSG00000181433,0,0,0
ENSG00000169446,41,31,31
ENSG00000198689,8,8,25
ENSG00000022267,44,32,11
ENSG00000129680,79,71,22
ENSG00000102239,0,0,0
ENSG00000102241,127,98,92
ENSG00000102243,0,0,0
ENSG00000102245,3,1,2
ENSG00000129675,59,57,16
ENSG00000147274,255,212,337
ENSG00000129682,52,55,45
ENSG00000101981,863,792,532
ENSG00000101977,0,0,0
ENSG00000101974,513,447,110
ENSG00000203933,13,8,0
ENSG00000184258,7,10,0
ENSG00000227234,0,0,0
ENSG00000182195,4,4,1
ENSG00000198573,0,0,0
ENSG00000198021,0,0,2
ENSG00000203926,0,0,0
ENSG00000196406,0,0,1
ENSG00000165509,0,0,2
ENSG00000155495,0,0,45
ENSG00000046774,0,0,110
ENSG00000179542,3,2,2
ENSG00000203923,0,0,2
ENSG00000185985,0,3,0
ENSG00000102081,154,164,118
ENSG00000176988,0,0,0
ENSG00000155966,0,0,0
ENSG00000010404,137,105,73
ENSG00000241489,45,37,12
ENSG00000197620,38,42,72
ENSG00000267978,0,0,0
ENSG00000268738,0,0,11
ENSG00000269556,59,36,75
ENSG00000185247,0,0,0
ENSG00000171116,0,0,8
ENSG00000123584,0,0,0
ENSG00000156009,0,0,0
ENSG00000197021,52,32,56
ENSG00000013619,11,6,138
ENSG00000171100,155,124,90
ENSG00000063601,17,18,114
ENSG00000102181,171,138,83
ENSG00000029993,176,135,60
ENSG00000102195,0,0,0
ENSG00000160131,73,64,81
ENSG00000166049,0,0,0
ENSG00000130032,9,13,12
ENSG00000147381,0,0,0
ENSG00000102287,41,44,264
ENSG00000124260,7,3,8
ENSG00000011677,1,0,2
ENSG00000268089,0,0,0
ENSG00000221867,0,0,0
ENSG00000183305,0,0,0
ENSG00000198930,0,0,1
ENSG00000213401,0,0,0
ENSG00000268606,0,0,1
ENSG00000197172,4,0,0
ENSG00000147400,86,102,45
ENSG00000147383,291,216,160
ENSG00000147394,10,6,0
ENSG00000198883,0,0,0
ENSG00000183837,0,0,6
ENSG00000235961,22,22,56
ENSG00000198681,0,0,4
ENSG00000225110,0,0,0
ENSG00000063587,61,59,74
ENSG00000189420,0,0,1
ENSG00000183479,23,19,58
ENSG00000213397,24,19,63
ENSG00000182492,625,413,504
ENSG00000262919,22,25,17
ENSG00000130829,0,0,122
ENSG00000130822,0,0,3
ENSG00000130821,0,1,116
ENSG00000185825,677,548,1203
ENSG00000101986,61,34,30
ENSG00000198753,26,29,0
ENSG00000184343,19,27,2
ENSG00000067829,205,185,141
ENSG00000180879,1243,957,1155
ENSG00000067840,24,23,0
ENSG00000198910,4,2,4
ENSG00000089820,140,112,96
ENSG00000102030,198,172,91
ENSG00000102032,9,12,7
ENSG00000172534,325,232,317
ENSG00000177854,93,81,59
ENSG00000184216,112,107,107
ENSG00000169057,107,70,134
ENSG00000007350,1,4,0
ENSG00000196924,74,51,72
ENSG00000102119,260,233,249
ENSG00000147403,2466,1896,2749
ENSG00000013563,77,56,29
ENSG00000102125,146,126,38
ENSG00000071553,610,449,1045
ENSG00000203879,195,162,148
ENSG00000071859,144,143,137
ENSG00000130827,39,37,120
ENSG00000196976,108,88,108
ENSG00000102178,197,165,34
ENSG00000126903,31,25,44
ENSG00000071889,239,199,171
ENSG00000160211,46,35,60
ENSG00000269335,174,110,66
ENSG00000268651,0,0,5
ENSG00000184033,1,0,2
ENSG00000126890,0,0,9
ENSG00000160219,45,36,21
ENSG00000130826,81,67,130
ENSG00000130830,122,83,76
ENSG00000203870,0,0,0
ENSG00000185010,112,108,27
ENSG00000274183,1,1,0
ENSG00000277203,32,24,46
ENSG00000165775,190,169,819
ENSG00000182712,62,55,74
ENSG00000214827,63,56,74
ENSG00000185515,119,85,59
ENSG00000155959,58,41,180
ENSG00000155961,0,1,0
ENSG00000155962,36,31,30
ENSG00000277858,2,0,0
ENSG00000274791,1,3,3
ENSG00000277150,28,30,38
ENSG00000277745,1,0,0
ENSG00000185973,66,53,83
ENSG00000168939,0,0,9
ENSG00000124333,133,119,140
ENSG00000124334,0,0,0
ENSG00000176269,3,1,0
ENSG00000172748,37,25,7
ENSG00000147364,161,125,269
ENSG00000180190,11,7,104
ENSG00000104714,80,73,61
ENSG00000198010,5,9,0
ENSG00000182372,139,129,133
ENSG00000104728,26,25,1
ENSG00000176595,46,43,0
ENSG00000036448,13,18,0
ENSG00000183117,0,1,0
ENSG00000147316,32,37,56
ENSG00000091879,15,16,33
ENSG00000155189,46,53,51
ENSG00000275591,5,5,7
ENSG00000164825,909,807,867
ENSG00000164822,0,0,8
ENSG00000164821,0,0,18
ENSG00000206047,3,2,0
ENSG00000240247,8,0,0
ENSG00000239839,7,2,0
ENSG00000164816,0,0,0
ENSG00000230549,0,0,6
ENSG00000236125,0,0,5
ENSG00000255251,0,0,0
ENSG00000176797,0,0,0
ENSG00000171711,0,0,0
ENSG00000237038,0,0,8
ENSG00000225327,0,0,6
ENSG00000275342,9,7,26
ENSG00000253958,60,47,15
ENSG00000147324,34,29,98
ENSG00000104626,37,24,33
ENSG00000173281,1241,1015,227
ENSG00000173273,33,35,78
ENSG00000175806,300,246,105
ENSG00000184647,7,9,1
ENSG00000183638,4,7,6
ENSG00000171060,0,0,0
ENSG00000171056,88,81,23
ENSG00000258724,16,11,1
ENSG00000254093,18,11,8
ENSG00000171044,0,1,2
ENSG00000104643,38,47,45
ENSG00000177710,0,0,0
ENSG00000154319,4,6,0
ENSG00000136573,21,18,0
ENSG00000136574,42,47,76
ENSG00000154328,34,19,30
ENSG00000079459,1354,1015,470
ENSG00000164733,4467,3752,4759
ENSG00000226430,1,2,0
ENSG00000223443,0,0,4
ENSG00000186523,10,10,8
ENSG00000145002,0,1,0
ENSG00000154359,96,78,17
ENSG00000250305,34,24,30
ENSG00000164741,153,152,253
ENSG00000164743,0,0,0
ENSG00000185053,0,0,0
ENSG00000104723,9,10,2
ENSG00000038945,86,77,64
ENSG00000078579,0,0,0
ENSG00000155970,46,50,26
ENSG00000104219,47,33,20
ENSG00000198791,213,175,228
ENSG00000155975,148,127,495
ENSG00000003987,4,9,199
ENSG00000003989,1141,945,282
ENSG00000104213,87,70,98
ENSG00000129422,528,419,407
ENSG00000104760,5187,4252,4754
ENSG00000078674,456,392,726
ENSG00000104763,175,152,127
ENSG00000171428,37,31,11
ENSG00000156006,108,91,0
ENSG00000156011,495,409,60
ENSG00000104611,94,78,321
ENSG00000147408,4,6,24
ENSG00000104613,245,187,126
ENSG00000175445,0,0,2
ENSG00000036565,1,0,0
ENSG00000147416,141,127,133
ENSG00000061337,2,3,1
ENSG00000168546,1,2,10
ENSG00000147443,30,32,18
ENSG00000130227,65,42,75
ENSG00000158806,4,8,0
ENSG00000158815,0,1,0
ENSG00000158856,69,70,149
ENSG00000158863,189,169,182
ENSG00000275074,12,20,14
ENSG00000168453,0,0,3
ENSG00000168476,89,55,31
ENSG00000168481,0,0,0
ENSG00000168487,136,92,29
ENSG00000168490,0,0,0
ENSG00000168495,42,27,69
ENSG00000197181,12,10,14
ENSG00000104635,1916,1592,774
ENSG00000120910,34,23,14
ENSG00000120896,246,216,108
ENSG00000120913,166,104,36
ENSG00000248235,44,29,6
ENSG00000241852,36,23,20
ENSG00000158941,132,86,103
ENSG00000147439,41,37,69
ENSG00000179388,22,8,0
ENSG00000134020,0,0,0
ENSG00000008853,27,24,47
ENSG00000120889,145,129,200
ENSG00000173535,23,28,34
ENSG00000173530,25,21,44
ENSG00000104689,99,67,148
ENSG00000147457,53,35,75
ENSG00000104679,111,74,139
ENSG00000134013,9,9,10
ENSG00000197217,76,56,75
ENSG00000147454,196,181,81
ENSG00000167034,8,8,0
ENSG00000159167,0,3,60
ENSG00000042980,9,11,25
ENSG00000134028,0,0,0
ENSG00000104722,0,0,0
ENSG00000277586,0,0,0
ENSG00000147459,242,180,116
ENSG00000147437,4,2,3
ENSG00000104756,52,48,38
ENSG00000184661,0,0,2
ENSG00000221818,3,4,4
ENSG00000221914,232,210,58
ENSG00000104765,81,57,123
ENSG00000240694,23,25,27
ENSG00000092964,89,88,29
ENSG00000120907,268,216,126
ENSG00000104228,45,42,23
ENSG00000120899,97,78,121
ENSG00000120903,1,2,1
ENSG00000120915,1599,1289,470
ENSG00000120885,25443,20621,17673
ENSG00000168077,0,0,176
ENSG00000147419,238,200,91
ENSG00000171320,52,34,45
ENSG00000168078,0,0,40
ENSG00000168079,8,6,15
ENSG00000189233,79,69,91
ENSG00000134014,65,57,95
ENSG00000168081,0,0,0
ENSG00000186918,142,126,188
ENSG00000214050,98,97,115
ENSG00000104290,32,32,35
ENSG00000012232,113,101,194
ENSG00000104299,19,13,53
ENSG00000147421,49,59,90
ENSG00000197892,191,126,93
ENSG00000120875,7,2,6
ENSG00000133872,848,737,391
ENSG00000104660,176,144,63
ENSG00000177669,0,0,0
ENSG00000104671,99,80,54
ENSG00000157110,523,386,558
ENSG00000197265,106,76,126
ENSG00000253457,0,1,8
ENSG00000104687,171,134,142
ENSG00000104691,147,135,71
ENSG00000104695,181,140,122
ENSG00000133863,2,0,1
ENSG00000172733,1,1,0
ENSG00000165392,40,23,30
ENSG00000157168,181,138,1
ENSG00000172728,26,22,2
ENSG00000129696,126,99,73
ENSG00000198042,24,33,20
ENSG00000133874,6,13,9
ENSG00000133878,5,7,8
ENSG00000156687,0,0,9
ENSG00000215262,12,4,0
ENSG00000183779,3,3,40
ENSG00000147475,173,129,119
ENSG00000147471,312,261,99
ENSG00000020181,56,37,13
ENSG00000104221,39,22,13
ENSG00000156675,52,52,63
ENSG00000188778,0,0,0
ENSG00000187840,247,162,68
ENSG00000129691,77,44,54
ENSG00000147465,1,7,2
ENSG00000175324,82,68,80
ENSG00000156735,157,115,101
ENSG00000085788,88,70,61
ENSG00000147535,155,126,93
ENSG00000147548,194,160,178
ENSG00000165046,24,24,15
ENSG00000077782,34,26,20
ENSG00000196166,3,6,2
ENSG00000147526,243,190,198
ENSG00000169499,49,37,75
ENSG00000169495,13,8,7
ENSG00000169490,142,130,111
ENSG00000168615,11,11,9
ENSG00000197140,70,63,71
ENSG00000131203,8,9,1
ENSG00000188676,117,89,11
ENSG00000176907,590,486,58
ENSG00000165061,0,0,0
ENSG00000104332,12,15,0
ENSG00000147533,181,159,110
ENSG00000147536,17,16,22
ENSG00000158669,142,113,156
ENSG00000029534,4,4,0
ENSG00000083168,222,191,217
ENSG00000070718,0,4,35
ENSG00000104368,17,12,10
ENSG00000104365,52,46,65
ENSG00000070501,108,95,94
ENSG00000104371,0,0,2
ENSG00000078668,269,215,150
ENSG00000168575,234,183,198
ENSG00000176209,226,207,96
ENSG00000147432,0,1,0
ENSG00000147434,13,5,1
ENSG00000131931,16,12,3
ENSG00000120925,125,103,102
ENSG00000168172,266,183,242
ENSG00000254673,10,15,7
ENSG00000168522,138,143,168
ENSG00000185900,5,9,3
ENSG00000165102,258,213,108
ENSG00000164808,202,146,137
ENSG00000221869,599,488,327
ENSG00000253729,335,269,617
ENSG00000104738,75,60,124
ENSG00000169139,209,155,200
ENSG00000034239,0,0,0
ENSG00000019549,2,1,0
ENSG00000168333,0,0,0
ENSG00000147481,9,15,2
ENSG00000147485,0,0,0
ENSG00000168300,109,119,118
ENSG00000147488,4,2,5
ENSG00000196711,0,0,0
ENSG00000023287,209,147,159
ENSG00000183729,0,0,0
ENSG00000082556,2,6,1
ENSG00000047249,75,55,105
ENSG00000147509,0,0,0
ENSG00000187735,341,287,323
ENSG00000120992,329,256,132
ENSG00000137547,168,121,93
ENSG00000164736,0,0,1
ENSG00000104237,0,0,0
ENSG00000206579,38,33,55
ENSG00000167904,42,39,36
ENSG00000137574,41,34,41
ENSG00000254087,82,75,44
ENSG00000008988,884,781,1361
ENSG00000181690,10,9,17
ENSG00000170791,60,56,53
ENSG00000170786,0,0,0
ENSG00000104331,259,226,239
ENSG00000169122,15,10,54
ENSG00000215114,178,139,96
ENSG00000167910,66,60,75
ENSG00000137575,279,255,268
ENSG00000035681,20,15,81
ENSG00000198846,0,0,27
ENSG00000178538,0,0,0
ENSG00000104388,583,519,369
ENSG00000171316,153,136,239
ENSG00000177182,55,47,72
ENSG00000198363,270,226,299
ENSG00000185942,8,8,0
ENSG00000137563,362,298,478
ENSG00000137561,358,288,97
ENSG00000185728,304,280,294
ENSG00000180828,4,2,0
ENSG00000172817,29,22,15
ENSG00000104442,100,67,126
ENSG00000066855,106,88,89
ENSG00000205268,41,50,59
ENSG00000147570,2,2,12
ENSG00000147573,32,41,296
ENSG00000147571,0,0,0
ENSG00000179041,27,24,16
ENSG00000147576,361,263,82
ENSG00000169085,57,37,9
ENSG00000185697,11,6,2
ENSG00000175073,68,69,76
ENSG00000270024,68,37,21
ENSG00000213865,23,19,20
ENSG00000104205,109,64,37
ENSG00000178460,38,42,49
ENSG00000261787,0,0,0
ENSG00000178125,80,69,36
ENSG00000121022,351,279,233
ENSG00000104218,50,42,68
ENSG00000066777,133,120,134
ENSG00000165078,0,0,3
ENSG00000046889,12,5,4
ENSG00000165084,11,12,28
ENSG00000137573,26,27,3
ENSG00000137571,10,5,10
ENSG00000147596,1,1,2
ENSG00000140396,249,210,171
ENSG00000067167,374,358,478
ENSG00000147592,157,124,34
ENSG00000221947,40,41,42
ENSG00000104313,1,0,0
ENSG00000178860,16,5,2
ENSG00000104321,0,1,0
ENSG00000147601,67,66,83
ENSG00000164764,7,7,6
ENSG00000147604,1841,1630,1900
ENSG00000121039,220,214,252
ENSG00000040341,90,80,115
ENSG00000258677,14,14,18
ENSG00000104343,91,89,67
ENSG00000154582,111,124,120
ENSG00000175606,152,112,74
ENSG00000154589,11,14,24
ENSG00000104369,0,0,0
ENSG00000104381,6,4,5
ENSG00000137558,0,0,17
ENSG00000121005,4,4,0
ENSG00000164749,39,32,49
ENSG00000091656,139,114,139
ENSG00000164751,60,51,32
ENSG00000171033,3,3,1
ENSG00000104427,14,9,12
ENSG00000104432,8,8,4
ENSG00000104435,2,2,0
ENSG00000164683,3,3,0
ENSG00000147586,420,326,251
ENSG00000276418,303,263,169
ENSG00000076554,97,90,117
ENSG00000205189,111,95,46
ENSG00000164684,53,27,38
ENSG00000076641,87,96,295
ENSG00000164687,23,28,35
ENSG00000147588,0,0,0
ENSG00000170323,10,6,0
ENSG00000133731,136,76,92
ENSG00000253598,18,16,16
ENSG00000104231,88,71,63
ENSG00000164695,29,23,19
ENSG00000104497,12,9,3
ENSG00000184672,0,1,0
ENSG00000133739,15,7,0
ENSG00000133740,118,88,125
ENSG00000176731,139,96,157
ENSG00000185015,30,22,8
ENSG00000133742,19,8,4
ENSG00000164879,3,3,0
ENSG00000104267,354,285,78
ENSG00000147614,3,0,1
ENSG00000164893,4,2,11
ENSG00000123124,359,304,192
ENSG00000176623,301,232,236
ENSG00000085719,296,223,247
ENSG00000170289,0,0,0
ENSG00000176571,0,0,0
ENSG00000176566,13,17,6
ENSG00000156103,1,1,0
ENSG00000104312,16,17,39
ENSG00000164823,36,41,28
ENSG00000104320,162,152,41
ENSG00000104325,1151,953,207
ENSG00000104327,25,17,0
ENSG00000180694,81,61,45
ENSG00000123119,3,1,29
ENSG00000253250,2,0,1
ENSG00000155099,2,2,6
ENSG00000155100,18,14,15
ENSG00000214954,21,20,11
ENSG00000147606,1,0,0
ENSG00000079102,3,3,1
ENSG00000205133,68,61,88
ENSG00000188343,74,83,35
ENSG00000183808,15,18,27
ENSG00000164953,20,12,14
ENSG00000164951,17,17,7
ENSG00000079112,4,10,4
ENSG00000164949,15,21,0
ENSG00000197275,4,2,8
ENSG00000265817,4,2,6
ENSG00000164944,82,52,127
ENSG00000104413,1,0,1
ENSG00000156162,66,36,111
ENSG00000164941,55,31,78
ENSG00000175305,14,5,47
ENSG00000156170,124,99,56
ENSG00000164938,1147,934,1029
ENSG00000175895,90,85,24
ENSG00000156172,14,6,30
ENSG00000156466,0,0,0
ENSG00000156467,798,640,469
ENSG00000156469,99,95,55
ENSG00000156471,198,183,60
ENSG00000169439,853,706,811
ENSG00000104324,53,56,125
ENSG00000180543,12,9,1
ENSG00000147649,1027,824,921
ENSG00000104341,118,102,252
ENSG00000132561,80,72,359
ENSG00000156482,1663,1335,1558
ENSG00000177459,11,6,18
ENSG00000132541,3120,2672,222
ENSG00000104356,36,28,12
ENSG00000104361,130,107,173
ENSG00000104375,123,86,82
ENSG00000164920,0,0,0
ENSG00000132549,199,186,189
ENSG00000164919,1243,1044,726
ENSG00000132554,0,0,0
ENSG00000156509,11,4,14
ENSG00000147669,169,165,94
ENSG00000104450,92,76,63
ENSG00000034677,474,409,442
ENSG00000186106,74,51,33
ENSG00000174226,3,2,2
ENSG00000070756,1544,1272,1239
ENSG00000164924,702,684,1109
ENSG00000120963,231,193,201
ENSG00000083307,1,2,0
ENSG00000104490,65,69,3
ENSG00000048392,42,44,37
ENSG00000104517,133,148,96
ENSG00000155090,207,195,98
ENSG00000155096,238,180,127
ENSG00000155097,98,88,168
ENSG00000164929,6,3,0
ENSG00000164930,29,22,0
ENSG00000164932,3,1,0
ENSG00000164933,47,41,63
ENSG00000164934,117,67,111
ENSG00000176406,24,18,38
ENSG00000147647,1206,996,198
ENSG00000164935,8,10,10
ENSG00000147650,25,11,14
ENSG00000169946,14,9,1
ENSG00000164830,95,87,121
ENSG00000174429,0,0,0
ENSG00000154188,5,4,6
ENSG00000147655,0,0,0
ENSG00000104408,308,288,272
ENSG00000104412,61,69,56
ENSG00000164841,1,2,12
ENSG00000120526,35,35,54
ENSG00000120533,241,191,245
ENSG00000205038,9,16,13
ENSG00000147654,114,112,87
ENSG00000147642,366,299,23
ENSG00000164794,5,6,6
ENSG00000164796,2,2,5
ENSG00000104447,25,21,42
ENSG00000147677,265,241,171
ENSG00000147679,52,41,52
ENSG00000164754,211,211,156
ENSG00000205002,15,5,14
ENSG00000164756,5,2,5
ENSG00000164758,31,30,27
ENSG00000182197,215,179,316
ENSG00000177570,12,19,0
ENSG00000164761,15,11,3
ENSG00000184374,96,79,0
ENSG00000147676,118,102,91
ENSG00000136999,0,0,1
ENSG00000136960,19,20,27
ENSG00000064313,41,30,78
ENSG00000136982,0,0,1
ENSG00000155792,125,105,71
ENSG00000187955,30,21,2
ENSG00000172172,240,181,189
ENSG00000172167,9,15,7
ENSG00000172164,387,322,275
ENSG00000170961,0,2,0
ENSG00000178764,83,48,89
ENSG00000136986,293,239,201
ENSG00000156787,21,17,10
ENSG00000147689,6,2,0
ENSG00000189376,67,60,65
ENSG00000259305,62,60,37
ENSG00000165156,209,200,121
ENSG00000156802,49,53,195
ENSG00000156795,12,5,65
ENSG00000156804,12,7,4
ENSG00000175946,0,0,0
ENSG00000104537,43,35,72
ENSG00000176853,100,82,75
ENSG00000214814,0,0,133
ENSG00000164983,7,11,15
ENSG00000183665,24,29,9
ENSG00000170881,53,43,107
ENSG00000147687,254,202,113
ENSG00000147684,1518,1214,1018
ENSG00000170873,1216,945,486
ENSG00000180938,10,6,1
ENSG00000104549,948,779,295
ENSG00000164961,32,28,54
ENSG00000156831,71,66,23
ENSG00000173334,462,388,288
ENSG00000168672,96,63,9
ENSG00000212993,10,9,17
ENSG00000136997,35,30,40
ENSG00000147697,3,2,2
ENSG00000153310,78,63,57
ENSG00000153317,47,51,184
ENSG00000155897,0,0,0
ENSG00000132294,190,154,81
ENSG00000258417,0,0,0
ENSG00000132297,24,21,10
ENSG00000184156,0,0,0
ENSG00000129295,3,2,4
ENSG00000165071,0,0,4
ENSG00000129292,182,183,135
ENSG00000042832,0,0,1
ENSG00000155926,89,75,44
ENSG00000104415,0,0,0
ENSG00000104419,105,102,413
ENSG00000008513,1205,901,287
ENSG00000066827,8,6,31
ENSG00000131773,23,19,63
ENSG00000147724,2,1,5
ENSG00000169436,0,0,0
ENSG00000169427,0,0,7
ENSG00000167632,58,43,47
ENSG00000104472,62,41,83
ENSG00000123908,168,121,277
ENSG00000169398,92,58,67
ENSG00000105339,37,21,22
ENSG00000022567,0,0,10
ENSG00000204882,0,0,0
ENSG00000184489,27,19,7
ENSG00000171045,1,2,2
ENSG00000181790,0,0,6
ENSG00000198576,13,11,0
ENSG00000234616,58,38,66
ENSG00000167653,1,2,9
ENSG00000160886,2,2,4
ENSG00000130193,216,161,128
ENSG00000126233,0,0,0
ENSG00000197353,10,10,0
ENSG00000180155,311,258,240
ENSG00000167656,0,0,0
ENSG00000160882,0,0,0
ENSG00000160932,3163,2664,100
ENSG00000176956,0,0,0
ENSG00000277494,0,0,0
ENSG00000181638,98,89,40
ENSG00000264668,30,22,3
ENSG00000250571,46,41,35
ENSG00000185730,32,24,20
ENSG00000184428,85,66,64
ENSG00000158106,2,1,13
ENSG00000182759,0,0,13
ENSG00000014164,63,44,186
ENSG00000104518,720,609,810
ENSG00000204839,31,25,29
ENSG00000147813,1258,1074,419
ENSG00000104529,1290,973,1218
ENSG00000179886,27,29,21
ENSG00000104524,46,33,61
ENSG00000104522,286,211,125
ENSG00000183309,22,29,60
ENSG00000181135,29,27,26
ENSG00000181085,0,0,0
ENSG00000180921,59,51,101
ENSG00000180900,64,50,68
ENSG00000179950,333,248,343
ENSG00000185189,212,189,250
ENSG00000261150,32,27,88
ENSG00000178209,557,475,241
ENSG00000178685,362,301,160
ENSG00000178719,1539,1318,698
ENSG00000186583,0,0,0
ENSG00000178814,244,198,186
ENSG00000178896,181,169,144
ENSG00000197858,519,443,537
ENSG00000179091,1266,1074,717
ENSG00000179526,306,225,174
ENSG00000179632,104,76,184
ENSG00000179698,40,40,18
ENSG00000235173,146,119,158
ENSG00000179832,217,203,145
ENSG00000261236,107,71,68
ENSG00000260428,2,1,0
ENSG00000185122,252,221,273
ENSG00000185000,480,380,281
ENSG00000261587,2,6,0
ENSG00000271698,14,16,10
ENSG00000185803,82,63,42
ENSG00000182325,26,24,40
ENSG00000173137,70,49,57
ENSG00000071894,143,123,216
ENSG00000147804,106,92,11
ENSG00000160948,553,431,367
ENSG00000160949,39,40,37
ENSG00000187954,286,250,324
ENSG00000167702,73,51,75
ENSG00000160973,49,31,61
ENSG00000160972,310,256,258
ENSG00000167701,1414,1203,378
ENSG00000167700,471,426,148
ENSG00000160957,33,20,13
ENSG00000160959,268,232,348
ENSG00000254402,41,42,63
ENSG00000213563,216,164,90
ENSG00000147799,7,4,17
ENSG00000198169,27,26,24
ENSG00000196378,28,23,14
ENSG00000161016,2007,1687,2136
ENSG00000197363,10,8,17
